time,x,y,z,phi,theta,psi,x_velocity,y_velocity,z_velocity,phi_velocity,theta_velocity,psi_velocity,rotor_speed1,rotor_speed2,rotor_speed3,rotor_speed4
4.080000000000001,-1.25834010271,0.811943365765,25.8878741312,6.23077933771,0.217127166782,0.0,-2.03634371634,0.0703942835201,5.87309974525,0.00659423880305,0.131555278348,0.0,448.76797042280276,448.91417148378986,449.397819756313,451.36708504816465
4.14,-1.38414158194,0.815314068517,26.238777395,6.2309800527,0.224766274128,0.0,-2.15770192162,0.0419954974317,5.82360781078,-0.00410760248374,0.117117791326,0.0,430.73817183032156,429.5304682144053,429.0502783511059,428.14045644105886
4.199999999999998,-1.51711348038,0.81703849156,26.585652045,6.23042209635,0.231740587283,0.0,-2.27530646306,0.0154545966047,5.73900547348,-0.0225023174608,0.114421177725,0.0,417.85946483055136,417.6373007687792,418.1814658412861,416.575767199828
4.259999999999997,-1.65811794162,0.816968053235,26.9310629927,6.22916092452,0.238154969457,0.0,-2.42540309186,-0.0178904755438,5.77413025128,-0.0182079021381,0.0843657305393,0.0,457.629461525853,455.23959244977357,457.1361301993557,457.4782900182486
4.319999999999996,-1.8085766663,0.814803659625,27.2798876923,6.22781763775,0.242656027241,0.0,-2.59026365854,-0.0543295354688,5.85257742601,-0.0324340581331,0.0397457116621,0.0,473.0270920138922,469.58128028630813,472.26908262407727,471.1702839876495
4.379999999999995,-1.96817190443,0.810614549243,27.6299945805,6.22539797801,0.244788752056,0.0,-2.7298176585,-0.0854726466128,5.81756267485,-0.064883003486,0.0254419091553,0.0,437.42966121736913,436.2371767331341,438.35714182889103,435.6505490016991
4.439999999999993,-2.1363551785,0.804471853577,27.9786633235,6.22135098504,0.246228646989,0.0,-2.87645118478,-0.119609663517,5.80452100801,-0.0731504232272,0.0209425847149,0.0,445.4364788416034,445.0683672555617,443.762054701804,443.0792885629497
4.499999999999992,-2.31319517327,0.796255069151,28.3258220524,6.21662265092,0.247665598211,0.0,-3.01839965422,-0.154648111158,5.76735640103,-0.0935883162727,0.0293698974135,0.0,436.0901245257765,436.79373780858333,438.1209133384926,436.4126379382292
4.559999999999991,-2.49819994099,0.785960098681,28.6691852662,6.21133090404,0.249599463897,0.0,-3.14871380313,-0.188933573141,5.67826834585,-0.0791537576717,0.0374133083197,0.0,418.9483326546232,419.6477322790703,419.0055223945114,420.25177109773233
4.6199999999999894,-2.69175493347,0.7733373182,29.0098575027,6.20656127349,0.251718553062,0.0,-3.30334025659,-0.232216442801,5.67714060561,-0.0801824090132,0.0307599140545,0.0,448.80734546820315,448.2674126465655,448.55918856858926,448.4706238458098
4.679999999999988,-2.89470802945,0.758014894274,29.3506955281,6.20166828069,0.253268779473,0.0,-3.4619430026,-0.278930392784,5.68375001499,-0.0844336392323,0.0135146229583,0.0,451.9576534019307,450.5653820819243,452.3893723200111,452.0415886021622
4.739999999999987,-3.10791497233,0.739582613901,29.6945740147,6.19625906583,0.254254161375,0.0,-3.64495809087,-0.335934911962,5.77799620246,-0.105165250745,0.021683515731,0.0,480.0026374705676,480.62218127651636,480.2545034026759,478.6727487804175
4.799999999999986,-3.3313823154,0.717874688967,30.0411528908,6.18985678842,0.255747189091,0.0,-3.80413223588,-0.388185322195,5.77428279619,-0.109973265337,0.0306183545276,0.0,451.15008167155975,451.8711757975299,450.8611334910596,450.462587783691
4.859999999999984,-3.56453819417,0.692889637231,30.3878100934,6.18372631156,0.257709750159,0.0,-3.96794193001,-0.445169126298,5.78051315426,-0.0899345766874,0.0365930913855,0.0,455.1269229773941,455.6053567677546,453.98063648567,455.5770238803234
4.919999999999983,-3.80689261813,0.66464455052,30.7322053808,6.1784800535,0.259854611711,0.0,-4.11088325659,-0.496741942355,5.69938591258,-0.0828636465468,0.0340013078704,0.0,427.14919038871096,426.9286704953148,426.9570529347552,427.55336392075486
4.979999999999982,-4.05797815374,0.633191020786,31.0720603807,6.17316912472,0.262241133787,0.0,-4.25897718863,-0.552101636545,5.62908794069,-0.103284675949,0.0493561162018,0.0,430.17468137404524,431.47411821589395,431.4949445352802,429.76005323769186
5.0399999999999805,-4.31899064933,0.597932739827,31.4112622099,6.16806638284,0.265047441347,0.0,-4.4416984006,-0.623612232115,5.67686090722,-0.0624692933304,0.0410267541313,0.0,469.2396274413269,468.5936032073769,468.0025504533741,471.16303906927016
